Id,suhu_operasi,tekanan_hidrolik,getaran_motor,arus_listrik,kelembapan_ruang,laju_produksi,usia_mesin_hari,deviasi_kalibrasi,tegangan_panel,kecepatan_kipas_pendingin,kadar_debu_partikel,jam_shift,suhu_lingkungan_luar,stabilitas_jaringan_listrik,intensitas_pencahayaan,waktu_idle_mesin_menit,Tindakan
1,70.28537809815823,97.42047906758935,0.9116969625048651,12.871335731444686,47.41799351400922,297.72407713060886,2573,-0.10043161536971623,-0.322598767283513,-0.5636707301455961,2.122921851769146,-0.3060641525678993,-0.21488007578356458,0.7232667555273751,-1.9912272185723627,-0.11926434009726661,2
3,73.62838396854843,93.03340087494553,0.33470528445820985,12.549843252978912,63.41967993584803,295.2493840486114,2946,0.1468156519610902,-0.6264013174028769,-1.0006150973308063,-1.2249469389193919,1.469401430384178,0.6691424443265238,-1.7531209849182692,0.3955176487257296,0.05985689982051978,1
4,75.0542353729341,104.28482928655833,0.7501456431643576,11.992199265878112,58.000908815375965,286.56388414814813,2060,-0.08152992621013103,0.5592796205601653,-1.6478692939420405,1.6384275823729268,0.798942234441903,-0.3197055556240195,-0.5235477433973483,0.9173765241053562,-1.8901437805665964,0
6,58.23365369853261,84.09350301730582,0.8729600519199079,11.699608809198693,74.36770787041004,293.4359372722888,1534,-0.10772773776640232,1.0878346245047419,0.11971490769037452,-0.15062341865919976,-0.961510667570777,-0.33970611348173235,0.558171103682068,0.687282845433353,-1.8706963756192132,0
7,68.95880302375464,83.48474004760642,1.363566834227118,11.93367469975894,71.31240517325074,246.60378890667116,2159,0.7621969682931181,-0.7349805412542144,-1.793328028163729,0.675738730316507,-1.375680253838122,0.2878634239164934,0.31817142280149735,0.7982311979109847,-0.07383742320959286,0
9,67.87399131871783,91.84713571205465,0.2584993812188534,8.672040101690714,52.6089253593072,357.5130601677851,1347,0.3492291704626348,-1.4696552173224369,-0.49790195186537645,-0.7583222031865294,1.0926567962812963,-0.17908727568555202,-1.964058884760036,-0.5660199642765463,0.03803120193440179,0
10,61.60217054319815,103.02041155100324,1.1193902808179512,9.77755513730037,53.3145540308836,336.89258113411876,954,-0.1934326388994188,-0.09207540462776144,-1.9725263842075988,0.8349628405889501,-0.6655928799712365,2.4110455727975704,0.23677942844638844,-0.38827078266021225,0.12154673378391756,0
11,74.59548481147121,107.80931578109188,1.153032525226471,9.347941075932322,71.53030159924661,256.39732194251616,1825,0.5264970104858722,-0.4215543584692142,-1.0940934405000657,-0.43272320342588605,-0.8695362653786574,1.659656527248972,-0.9535100744688916,0.6696126326465569,1.1749485769574752,1
12,73.83343951571712,87.2904716259444,0.7823624976088583,13.192861013777215,51.22257574345606,285.59451494862134,2961,-0.05599889031070389,0.9601173974175274,0.9536301713877671,0.814262869037513,-1.0044160619982558,-1.2008004499358091,-0.5901097977243173,1.0870670637300288,1.7695074617329243,1
14,76.45430905226024,116.74431682395296,1.1108224421709922,7.2957137432580845,90.81072127379903,294.35078995037577,1906,-0.46316237606272737,-0.4237288361329633,0.9022204136815883,-1.0073385982166883,-0.6391425964339246,1.326027245500464,-0.08601525526774978,-0.5568691364973488,1.6490992000581173,2
15,71.50632006689034,103.51570782962459,0.5651478779518887,14.01666630136899,68.59560838370096,308.33366500125936,1348,0.3626482743196849,-0.6751801742707663,1.2598923914094144,0.6302184250424917,-1.6221791563459194,1.0653763617164367,-0.2705336533046814,-0.5903522539883699,-0.4965743156466358,1
16,61.555306528375716,95.80759343326729,0.6026030687327453,11.356098472356752,71.42249203995004,282.95646473214737,1162,0.4233015518217353,0.027164542666693485,1.187774553230864,-0.37870613919773843,0.24768343029712891,1.4795311574119003,-0.37760231668331157,-0.8528098191048415,-1.3437545512802043,0
17,70.76563088061874,90.66059547353737,0.9164041627195227,13.022895674485662,53.389647281336714,262.9531659296713,2211,-0.28243604724051474,1.9885147839720243,0.682417694824411,0.15454253433382356,-1.260281697985766,-0.44416290238522443,1.0593283891472667,0.4441862917883572,0.40748921229215496,1
18,60.80838049378251,94.8955915109272,1.166431135962802,12.111640878252812,51.72698343827555,328.3130117778126,871,0.3789451821821253,-3.4977161144220017,0.9863559221823861,0.4088605201626286,-0.9131777581738922,-0.1603589643120131,-0.02066879046730108,1.1075368637194813,-0.4325975781009026,0
19,74.58837725980455,88.0942766388669,0.44191507577470535,13.792711096479856,71.95822037038052,255.6751871205467,2825,-0.3244405306424404,-0.04782235490441361,0.279182152188282,1.4692662471634144,-0.08656567332054443,-1.7782787758400314,0.4783629270100569,0.45920575309562206,-0.7181214860145184,1
20,67.62555566760311,108.8341217409059,0.7807183288227432,11.577536380043492,61.17648011105142,266.9259210635675,452,0.226978810262023,1.1743897414258528,-0.1409601222717174,-0.43578509366304946,-0.4756197327063161,0.14392870185603934,-1.6243977363695006,-0.044016376073842754,0.4948030778873669,0
21,66.61353227341054,92.23248846393679,0.7645171789034464,8.745781974136749,75.73621481563674,255.45766433216053,788,-0.030631536984400146,-0.5145487233612221,-1.7531586432656097,-0.848113025324117,-0.7139771043423093,-0.638730343030613,0.44086785232213455,1.8919783237067298,0.7827787395480743,0
23,77.16906004005523,95.99371080229989,0.846955570496908,12.12818088299225,99.56362785550131,298.7264958295191,356,0.11977361096956787,1.1773755161609056,1.360975034530684,0.0031830194546066636,-1.7666057058134927,0.9237430276935972,1.0864875002232686,1.3694294950242492,-0.8899616875066396,1
24,66.84102888448399,89.56649816382685,0.6589407456689992,10.811270017238154,59.27680184686652,325.9226266896627,1378,0.3108111067546502,-0.27617448776047704,0.6877017931223359,-0.5451459786355045,1.5214221888436157,-0.15592141822332406,-1.9579904901985041,-1.0981153176979102,1.144861182238119,0
25,64.7875413337767,95.73698411986199,1.286998023265092,12.383917099874806,67.89131529189429,267.51823043103633,1271,0.3965718674584268,-0.6525703069149507,0.5763788265468852,0.3623063841117514,1.7141423882889897,0.824806354321994,0.9784214760321315,0.20871867231484822,0.5885385317692804,0
26,65.35899837133827,73.75833222498584,0.661259881432713,11.0817447004472,56.05854337412531,251.14454090377563,3003,-0.031488824854852146,0.9354131377280025,0.3072368039186242,-0.3436228138358273,1.8716179387511627,-0.1079136767136913,0.11700269975000976,-0.9893081159244762,0.5194678062408546,0
27,71.99231889165011,98.79231423325993,0.7477662729424912,10.128083225593233,75.3208001065243,279.46346655854205,592,0.041907085843588494,0.49537118284843246,-1.6223196633564205,-0.26775908676521887,1.4482497231867097,0.5481667513145709,0.8283931219754352,-0.9272406635557129,1.6764285164481252,0
