Id,width,length,price
1,12.914151239263294,16.71023953379468,313365.1985936939
2,8.880047681278514,16.502570546041927,248330.42307499546
3,14.251353587419372,14.516700437472768,261452.39163264172
4,14.821694149173641,20.142414643279167,401121.1970625356
5,6.146894434038491,19.173230938523798,212155.82423073385
6,8.093461479413046,10.04675150865291,149215.59930278553
7,12.383521209501856,9.742370023803211,231457.16028663563
8,11.051272222969253,20.123422266028772,277469.21706890076
9,11.949596527487133,13.923567856027326,207407.17752448536
10,9.44086821727926,19.51020577550162,290274.1008577817
11,14.638193924588485,21.90465789054594,456418.7364376139
12,14.333375806286845,11.645235812972203,245467.39934139725
13,12.198092092683648,10.942313727119075,220180.280661665
14,15.381723620904099,26.372158411976475,555409.2768164531
15,13.402528026756137,19.757853914812294,347419.64886389655
16,9.422122611350286,15.903796716633646,212145.81780390232
17,13.106252352247497,13.330297736768681,264395.4497623867
18,9.123352197513004,15.447795755463602,241725.0416201521
19,14.635350903921818,,303488.52745653567
20,11.850222267041241,22.41706087045295,363827.89386801707
21,11.445412909364219,14.116244231968395,237773.57696456014
22,9.957211366788176,23.467672941081336,340856.07333927194
23,15.66762401602209,15.996855401149944,350541.7997864466
24,11.536411553793593,12.783249081913427,213320.2972892574
25,10.715016533510678,15.868492059930993,285251.53025978734
26,10.943599348535312,6.0,115312.47826893374
27,13.596927556660045,17.396157116629965,326538.7366193761
28,13.096332193092234,17.149404044349208,279725.7098360374
29,13.238197834787965,22.123713732739837,383613.072159923
30,13.292463009023649,8.568475360083102,199577.27202963852
31,18.424942802611383,23.80933180431774,584437.740904412
32,10.780754950846154,22.10299647498828,350932.311163162
33,10.463271812785388,24.260217818493313,368384.06107537163
34,9.558681815256367,17.73639311997931,305636.6969684001
35,13.847938267726487,23.06948417051378,414661.2805077091
36,15.386916878162674,10.643779825465474,206044.35294681275
37,11.658157627035374,21.565237826022667,325429.3053065454
38,9.479530569112416,14.144186189500275,193304.99853451285
39,9.526556352926281,9.74299083788532,137022.40810036793
40,13.951778363474103,12.379297409178196,259597.37768918142
41,14.229762513610327,18.027655693146354,389151.4836676549
42,13.629462804915585,13.878503958911983,315479.3410192853
43,10.003470878133918,19.880367658479,301254.9272479932
44,12.696483969200159,8.958812224979914,240026.30434338865
45,12.350057427422184,7.3645122819206925,150233.25311385136
46,12.65606579018704,24.86193717071788,386772.1989548619
47,14.61428633384457,22.51900064700717,471248.399786077
48,12.670786646324046,12.753515820430962,197951.6337477124
49,14.036740689215684,17.985001782647302,334065.89201422734
50,12.202737208466674,23.09753530100662,401226.5899403291
51,12.867358196069953,20.096003041453027,357739.4263312053
52,13.893864677515621,18.741115480917394,357690.0078052836
53,7.628532540433,23.475770406562987,235383.0633293396
54,11.040986350928096,14.346437623993898,239808.5266533161
55,10.588882037121614,18.155892243323144,305792.2837103329
56,10.083366455269974,,267220.0671834535
57,11.174573246319948,16.636189761644786,252327.13824638666
58,16.48482393370319,16.05097244289624,336328.4841081063
59,9.40250665292027,18.364341189142454,236965.14367500212
60,14.904835063774442,18.17203747992764,384829.8095036175
61,6.951390685152585,12.757861787327371,165011.91446806266
62,10.995344910042675,22.008979549502236,320382.90800293157
63,12.488259195315017,13.118073961168708,191317.30377491366
64,,16.90883277726413,339671.9184209147
65,14.133679739378564,16.523597636399742,307804.3995878906
66,14.380041705599776,19.79051806329608,408732.7321261301
67,10.953824783254687,7.404480298913336,128426.11471323582
68,10.6129446220063,22.45454907464729,311273.1516678802
69,14.573927643771462,14.61504826193918,309427.684737165
70,11.426087025355155,24.09981647388527,439382.40114150033
71,8.172941029986234,15.609175377419227,306611.28492180596
72,8.600138357989557,17.755782071329946,236648.1014414438
73,9.241643141995166,27.568930200342116,364709.94607128634
74,13.491482232161292,16.61330895603166,275187.8985801087
75,12.427277208211695,24.194249423367296,382743.8640457478
76,14.071456062203305,18.195225427822802,294466.75655321294
77,10.718242060990397,20.07709415146745,351476.23336048285
78,12.475619073230142,18.349792947056873,362894.6829850457
79,13.87677118190201,22.23925813150062,430151.378770678
80,11.071960380839284,14.572341935734745,246991.14865930265
81,13.370325712672233,13.079757384904074,221066.98971223747
82,10.014222176800047,14.807119048114892,222455.63692911336
83,10.910838460304785,18.498551881620454,337011.4505560108
84,10.854786318005013,16.89590607224835,273367.14003089996
85,8.412481063232882,21.55137438235588,253444.4729985559
86,13.460917442356745,24.5236584991076,402181.364429155
87,10.591792979391828,13.120808313824957,251275.10565205064
88,12.037482356183062,14.330256041930337,255248.15009149516
89,13.442239976717726,10.81880290843573,180596.387613135
90,13.339593528089832,,477534.68059778307
91,13.996155326918359,19.523347495609134,345963.7144259843
92,11.70454354647173,20.39901160025789,333219.7553534412
93,10.730105063867539,11.298958074844759,200670.282946703
94,11.760845367280803,17.994150054965626,291371.27296755457
95,6.937996698125911,20.546239922065425,240485.85859800325
96,,16.736211547327876,205782.4525968344
97,8.031901162936792,23.37852812413197,301886.64230536256
98,9.008259517195555,29.55915562821415,360602.00205773156
99,13.19932268017031,13.264685864530241,336234.9825727129
100,9.283562833919817,12.889563770116517,179481.07210718276
101,10.865512337881832,13.611219672357116,204888.2005464426
102,15.897684893358196,26.03099580008245,520941.5686756558
103,10.931208086815722,23.21177658514842,349205.79373646347
104,,17.32236091103176,302445.43392338254
105,9.199146959970369,18.18279832200437,258083.55178484024
106,11.38368732639711,13.917281869016392,192483.38803714167
107,9.149933835268257,22.45013578871592,300542.4815728771
108,10.982900772298313,16.100490879457233,228414.8188548385
109,14.520924412372187,16.699617302725002,331460.32149759267
110,6.818038730422954,21.043948857646285,237287.66000127568
111,13.303270930637572,17.060025309583892,379945.90862922324
112,12.713206806996833,16.82517003251077,279732.2264039051
